"Mariah Carey"|"4iHNK0tOyZPYnBU7nGAgpQ"
"Madonna"|"6tbjWDEIzxoDsBA1FuhfPW"
"Celine Dion"|"4S9EykWXhStSc15wEx8QFK"
"U2"|"51Blml2LZPmy7TTiAg47vQ"
"REM"|"0NB5HROxc8dDBXpkIi1v3d"
"Nirvana"|"6olE6TJLqED3rqDCT0FyPh"
"Whitney Houston"|"6XpaIBNiVzIetEPCWDvAFP"
"Bryan Adams"|"3Z02hBLubJxuFJfhacLSDc"
"Prince"|"5a2EaR3hamoenG9rDuVn8j"
"Metallica"|"2ye2Wgw4gimLv2eAKyk1NB"
