"Madonna"|"6tbjWDEIzxoDsBA1FuhfPW"
"Prince"|"5a2EaR3hamoenG9rDuVn8j"
"U2"|"51Blml2LZPmy7TTiAg47vQ"
"Michael Jackson"|"3fMbdgg4jU18AjLCKBhRSm"
"Phil Collins"|"4lxfqrEsLX6N1N4OCSkILp"
"Bruce Springsteen"|"3eqjTLE0HfPfh78zjh6TqT"
"Queen"|"1dfeR4HaWDbWqFHLkxsg1d"
"The Police"|"5NGO30tJxFlKixkPSgXcFE"
"Dire Straits"|"0WwSkZ7LtFUFjGjMZBMt6T"
"The Rolling Stones"|"22bE4uQ6baNwSHPVcDxLCe"
