"Elvis Presley"|"43ZHCT0cAZBISjO8DG9PnE"
"Frank Sinatra"|"1Mxqyy3pSjf8kZZL4QVxS0"
"Nat King Cole"|"7v4imS0moSyGdXyLgVTIV7"
"Perry Como"|"5v8jlSmAQfrkTjAlpUfWtu"
"Miles Davis"|"0kbYTNQb4Pb1rPbbaF0pT4"
"Eddie Fisher"|"6bHSJldq5J4lYowHOm9OOX"
"Frankie Laine"|"3cgO5CdhEHKMxldjZlP5ix"
"Doris Day"|"3ESG6pj6a0LvUKklENalT6"
"Patti Page"|"4nZN9kln8toEzOifhWG2uF"
"Johnny Mathis"|"21LGsW7bziR4Ledx7WZ1Wf"
