"Eminem"|"7dGJo4pcD2V6oG8kP0tJRR"
"Madonna"|"6tbjWDEIzxoDsBA1FuhfPW"
"Britney Spears"|"26dSoYclwsYLMAKD3tpOr4"
"U2"|"51Blml2LZPmy7TTiAg47vQ"
"Coldplay"|"4gzpq5DPGxSnKTe4SA8HAU"
"The Black Eyed Peas"|"6PS0AUIvBf3DiGci5jNiAD"
"Robbie Williams"|"2HcwFjNelS49kFbfvMxQYw"
"Beyonce"|"6vWDO969PvNqNYHIOW5v0m"
"Pink"|"0k17h0D3J5VfsdmQ1iZtE9"
"Linkin Park"|"6XyY86QOPPrYVGvF9ch6wz"
