"Adele"|"4dpARuHxo51G3z768sgnrY"
"Taylor Swift"|"06HL4z0CvFAxyc27GXpf02"
"Justin Bieber"|"1uNFoZAHBGtllmzznpCI3s"
"Eminem"|"7dGJo4pcD2V6oG8kP0tJRR"
"Drake"|"3TVXtAsR1Inumwj472S9r4"
"Lady Antebellum"|"32WkQRZEVKSzVAAYqukAEA"
"Luke Bryan"|"0BvkDsjIUla7X0k6CSWh1I"
"Lady Gaga"|"1HY2Jd0NmPuamShAr6KMms"
"Jason Aldean"|"3FfvYsEGaIb52QPXhg4DcH"
"The Beetles"|"3WrFJ7ztbogyGnTHbHJFl2"
