"The Beatles"|"3WrFJ7ztbogyGnTHbHJFl2"
"Elvis Presley"|"43ZHCT0cAZBISjO8DG9PnE"
"The Rolling Stones"|"22bE4uQ6baNwSHPVcDxLCe"
"The Beach Boys"|"3oDbviiivRWhXwIE8hxkVV"
"Bob Dylan"|"74ASZWbe4lXaubB36ztrGX"
"Frank Sinatra"|"1Mxqyy3pSjf8kZZL4QVxS0"
"The Monkees"|"320EPCSEezHt1rtbfwH6Ck"
"Herb Alpert"|"09L3cUdx0hq6qn5bKuJJ4I"
"Ray Charles"|"1eYhYunlNJlDoQhtYBvPsi"
"Jimi Hendrix"|"776Uo845nYHJpNaStv1Ds4"
