"Elton John"|"3PhoLpVuITZKcymswpck5b"
"The Rolling Stones"|"22bE4uQ6baNwSHPVcDxLCe"
"Bee Gees"|"1LZEQNv7sE11VDY3SdxQeN"
"Pink Floyd"|"0k17h0D3J5VfsdmQ1iZtE9"
"Abba"|"0LcJLqbBmaGUft1e9Mm8HV"
"Led Zeppelin"|"36QJpDe2go2KgaRleHCDTp"
"Wings"|"3sFhA6G1N0gG1pszb6kk1m"
"Rod Stewart"|"2y8Jo9CKhJvtfeKOsYzRdT"
"David Bowie"|"0oSGxfWSnnOXhD2fKuz2Gy"
"Elvis Presley"|"43ZHCT0cAZBISjO8DG9PnE"
